"KeyID" "Latitude" "Longitude" "Elevation" "Rep" "Year" "Month" "Day" "Tmin" "Tair" "Tmax" "Prcp" "Tdew" "RelH" "SRad" "DataType" "sites"
"55" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 2 24 -14.5 -8.8 -3.1 0 -12.3 73.2 134 "Real_Data" "LSJ"
"56" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 2 25 -20.3 -13.5 -6.7 0 -19.2 63.4 148 "Real_Data" "LSJ"
"57" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 2 26 -23.5 -15.1 -6.7 0 -19.6 65.5 161.8 "Real_Data" "LSJ"
"58" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 2 27 -22.3 -13.1 -3.9 0 -17.5 68.3 168 "Real_Data" "LSJ"
"59" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 2 28 -22.2 -14.8 -7.4 0 -20.3 64.2 159.1 "Real_Data" "LSJ"
"60" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 3 1 -27 -18.8 -10.6 0 -23.4 62.4 168 "Real_Data" "LSJ"
"61" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 3 2 -29.8 -17.3 -4.9 12.3 -16.5 78.4 148.3 "Real_Data" "LSJ"
"62" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 3 3 -7.5 -5 -2.6 6.3 -6 89.1 78.8 "Real_Data" "LSJ"
"63" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 3 4 -10 -6.5 -3.1 0 -8.1 82.3 115.3 "Real_Data" "LSJ"
"64" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 3 5 -20.8 -14.3 -7.7 0.7 -15.6 76.2 134.4 "Real_Data" "LSJ"
"65" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 3 6 -29.8 -25.1 -20.3 0.1 -29.9 57.4 117.8 "Real_Data" "LSJ"
"66" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 3 7 -34.2 -24.6 -15 0.1 -27.9 62.7 155.3 "Real_Data" "LSJ"
"67" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 3 8 -34.1 -27.3 -20.5 0 -32.2 54.1 176.1 "Real_Data" "LSJ"
"68" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 3 9 -31.9 -21.2 -10.4 2.9 -27.7 52.1 162.3 "Real_Data" "LSJ"
"69" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 3 10 -14.5 -7 0.4 2.5 -7 85.6 146.5 "Real_Data" "LSJ"
"70" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 3 11 -10.2 -5.5 -0.9 0 -7.2 76.5 146.5 "Real_Data" "LSJ"
"71" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 3 12 -17.9 -9.6 -1.3 0.1 -9.9 84.7 155.8 "Real_Data" "LSJ"
"72" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 3 13 -21.9 -10.1 1.8 0.2 -10.9 84.6 170.4 "Real_Data" "LSJ"
"73" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 3 14 -2 1.7 5.5 0 1.1 91.7 128.1 "Real_Data" "LSJ"
"74" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 3 15 -18.5 -10.1 -1.6 0 -14.2 65.9 202.8 "Real_Data" "LSJ"
"75" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 3 16 -27.8 -18.7 -9.7 2.3 -23.3 57.1 168.3 "Real_Data" "LSJ"
"76" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 3 17 -13.5 -10.9 -8.2 11 -12.2 83.9 92.2 "Real_Data" "LSJ"
"77" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 3 18 -14.1 -10.7 -7.4 2.8 -11.7 80.9 106.4 "Real_Data" "LSJ"
"78" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 3 19 -21.3 -12.6 -3.9 2.9 -16.9 67.9 172.7 "Real_Data" "LSJ"
"79" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 3 20 -19.8 -11.9 -4 1.3 -13 74.1 167.9 "Real_Data" "LSJ"
"80" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 3 21 -28.7 -14.7 -0.6 0.8 -18.8 62.5 193.3 "Real_Data" "LSJ"
"81" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 3 22 -4.8 0.8 6.4 1 -1.2 80.1 141.6 "Real_Data" "LSJ"
"82" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 3 23 -11.5 -6.4 -1.3 0 -9.5 65.5 171.8 "Real_Data" "LSJ"
"83" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 3 24 -18.2 -9 0.2 0 -12.7 69.7 231.9 "Real_Data" "LSJ"
"84" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 3 25 -11.1 -2.5 6 0 -6.6 69.2 225.9 "Real_Data" "LSJ"
"85" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 3 26 -1.8 2.5 6.7 0 -0.7 75.5 153.9 "Real_Data" "LSJ"
"86" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 3 27 -2.9 1.7 6.2 0.4 1.7 90.4 132.2 "Real_Data" "LSJ"
"87" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 3 28 -8.4 -5.1 -1.9 0 -12.1 56.6 139.2 "Real_Data" "LSJ"
"88" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 3 29 -9.4 -2 5.5 0.1 -11.6 46.8 181.2 "Real_Data" "LSJ"
"89" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 3 30 -8.5 -2.8 2.9 0 -8.4 61.9 201 "Real_Data" "LSJ"
"90" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 3 31 -12.9 -5.6 1.7 0 -13.1 55.8 233.1 "Real_Data" "LSJ"
"91" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 4 1 -13 -3.5 5.9 0 -8.8 62.3 258.1 "Real_Data" "LSJ"
"92" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 4 2 -2.9 -0.8 1.3 5.1 -5.3 71.4 93.9 "Real_Data" "LSJ"
"93" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 4 3 -2.4 -0.8 0.8 2.8 -1.7 89.9 83.2 "Real_Data" "LSJ"
"94" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 4 4 -3.7 -1.1 1.5 8.5 -4.3 77.2 108.7 "Real_Data" "LSJ"
"95" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 4 5 -3.5 -1 1.4 12.5 -1.9 91.8 104.8 "Real_Data" "LSJ"
"96" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 4 6 -3.6 0.3 4.3 1.1 -1.5 90 143.9 "Real_Data" "LSJ"
"97" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 4 7 -7.7 -4 -0.3 0.1 -5.8 81.3 141.7 "Real_Data" "LSJ"
"98" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 4 8 -7.9 -3.2 1.5 0 -3.7 86.2 208.8 "Real_Data" "LSJ"
"99" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 4 9 -5.8 -2.1 1.6 0 -5.7 71.8 184.6 "Real_Data" "LSJ"
"100" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 4 10 -7.3 -2.9 1.4 0 -9.3 60.9 209.3 "Real_Data" "LSJ"
"101" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 4 11 -12.2 -4.3 3.6 0 -11.7 55.8 281.6 "Real_Data" "LSJ"
"102" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 4 12 -11.5 -2.4 6.7 2.3 -9.2 55.8 231 "Real_Data" "LSJ"
"103" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 4 13 -2.5 1.1 4.7 2.1 -1.7 80.3 150.9 "Real_Data" "LSJ"
"104" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 4 14 -4.4 2.9 10.2 0 -3.9 62.4 280.1 "Real_Data" "LSJ"
"105" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 4 15 -2.6 1.9 6.5 0.8 -2.2 71.2 179.2 "Real_Data" "LSJ"
"106" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 4 16 -0.6 2.1 4.9 1.1 -2.9 70.1 133.3 "Real_Data" "LSJ"
"107" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 4 17 -1.2 3.4 8 0.2 -2.6 66.5 181.9 "Real_Data" "LSJ"
"108" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 4 18 -4 4.5 13 0 -3.6 58.1 302.8 "Real_Data" "LSJ"
"109" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 4 19 -5.8 5 15.8 0 -4.4 53 317.6 "Real_Data" "LSJ"
"110" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 4 20 -5.3 5.8 16.9 0 -3.9 50 321.2 "Real_Data" "LSJ"
"111" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 4 21 -4 5.2 14.4 0 -4.2 53.6 314.5 "Real_Data" "LSJ"
"112" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 4 22 -4.2 6.5 17.2 0 -1 55.3 320.4 "Real_Data" "LSJ"
"113" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 4 23 3.1 13.5 23.9 2.7 5.3 56.5 244.7 "Real_Data" "LSJ"
"114" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 4 24 -3.1 0.4 3.8 0 -4.6 67.5 197.2 "Real_Data" "LSJ"
"115" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 4 25 -5.9 0.4 6.7 0 -8.6 52.2 286.5 "Real_Data" "LSJ"
"116" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 4 26 -5 4.2 13.3 0 -7.3 43.6 324 "Real_Data" "LSJ"
"117" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 4 27 -1.8 6.9 15.7 2.1 -1 58.5 246.2 "Real_Data" "LSJ"
"118" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 4 28 0.6 6.6 12.5 0.5 3.2 79.9 210 "Real_Data" "LSJ"
"119" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 4 29 -1.8 4 9.9 5.5 2.5 86.3 210.3 "Real_Data" "LSJ"
"120" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 4 30 1.2 3.8 6.3 7.6 3.7 94.3 126 "Real_Data" "LSJ"
"121" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 5 1 -0.6 3.5 7.6 0.1 0.8 81.9 179.6 "Real_Data" "LSJ"
"122" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 5 2 -1.5 3.7 8.9 0 -2.1 64.3 263.5 "Real_Data" "LSJ"
"123" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 5 3 -0.9 4.7 10.4 0 -4.4 53.5 276.4 "Real_Data" "LSJ"
"124" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 5 4 -1.3 6.2 13.6 0 -2.2 57.4 311.9 "Real_Data" "LSJ"
"125" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 5 5 -1.1 4.8 10.7 0 -3.7 58.1 279.4 "Real_Data" "LSJ"
"126" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 5 6 -3 5.9 14.9 0 -4.1 47.3 331.9 "Real_Data" "LSJ"
"127" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 5 7 2.5 13.1 23.7 1.8 -3.6 29.8 267.8 "Real_Data" "LSJ"
"128" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 5 8 5.7 13.2 20.8 1.2 7.1 68.5 231 "Real_Data" "LSJ"
"129" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 5 9 1.5 12.8 24.1 0 5.2 60.6 338.7 "Real_Data" "LSJ"
"130" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 5 10 3.3 15.2 27.1 0.5 6.8 57.6 262.6 "Real_Data" "LSJ"
"131" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 5 11 2.4 9.7 17 0 4.1 63 291.3 "Real_Data" "LSJ"
"132" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 5 12 -3.3 3.9 11.2 0 -5.6 51 300.8 "Real_Data" "LSJ"
"133" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 5 13 -4.2 3.3 10.8 0 -6.6 48.5 306.4 "Real_Data" "LSJ"
"134" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 5 14 -5.7 7.3 20.3 5.9 -2.5 48.1 278.8 "Real_Data" "LSJ"
"135" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 5 15 3.5 9.6 15.7 1.5 2.5 61.2 205.3 "Real_Data" "LSJ"
"136" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 5 16 0.5 6.6 12.7 0 -8.6 35.1 268.4 "Real_Data" "LSJ"
"137" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 5 17 -0.4 6.8 13.9 0 -5.9 40 294.1 "Real_Data" "LSJ"
"138" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 5 18 -2.9 6.7 16.3 0 -0.5 54.5 333.2 "Real_Data" "LSJ"
"139" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 5 19 0.7 11.8 23 0 2.1 56.1 347.9 "Real_Data" "LSJ"
"140" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 5 20 1.8 7.2 12.6 0.3 1.5 73.2 191.5 "Real_Data" "LSJ"
"141" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 5 21 0 7.3 14.6 0 -3 50.2 302.6 "Real_Data" "LSJ"
"142" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 5 22 -3.3 6.5 16.2 0.1 -3.6 45.3 267.5 "Real_Data" "LSJ"
"143" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 5 23 4.1 13.9 23.7 0.1 3.6 48.5 262.5 "Real_Data" "LSJ"
"144" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 5 24 13.4 22.3 31.3 0 11.1 48 313.6 "Real_Data" "LSJ"
"145" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 5 25 13.5 22.3 31.2 0 11.3 46.8 310.1 "Real_Data" "LSJ"
"146" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 5 26 4.9 10.6 16.3 0 2.9 50.9 254.3 "Real_Data" "LSJ"
"147" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 5 27 -3.1 8 19 8.6 0.7 54.5 274 "Real_Data" "LSJ"
"148" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 5 28 8 12.4 16.7 1.9 10 84.1 159.5 "Real_Data" "LSJ"
"149" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 5 29 8.1 15.1 22.1 1.4 7.7 62.8 219.7 "Real_Data" "LSJ"
"150" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 5 30 9.5 14.7 19.9 0.3 10.3 76.6 177.2 "Real_Data" "LSJ"
"151" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 5 31 8.3 14.7 21.1 0 8.4 67.9 264.2 "Real_Data" "LSJ"
"152" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 6 1 6.6 15.8 24.9 0 6.4 57.9 322.1 "Real_Data" "LSJ"
"153" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 6 2 2.4 12 21.7 0 -0.1 41.8 336.6 "Real_Data" "LSJ"
"154" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 6 3 4.4 14.2 23.9 1.1 4.3 48.7 255.4 "Real_Data" "LSJ"
"155" "LSJ_E03" 49.0326934836469 -71.5681221446589 278.592620849609 0 2007 6 4 10 14 18 20.9 11.2 85.5 139.9 "Real_Data" "LSJ"
